[10:45:57 122]:   Thread start. id=5276
[10:48:43 039]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_SET_PALETTE
[10:48:43 039]:   wait msg result in time. [nMsgType=1021]
[10:48:43 039]:   After DataCore::msgToDataCoreAndWaitForResult
[10:48:43 039]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:48:43 041]:  WARNING! Function not support nMsgType=1026, nPullDataType=0
[10:48:43 041]:   wait msg result in time. [nMsgType=1026]
[10:48:43 041]:   After DataCore::msgToDataCoreAndWaitForResult
[10:48:43 041]:   Send msg OK.[nMsgType=1048, nMsgId=385] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[10:48:43 042]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:48:43 047]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1048
[10:48:43 047]:   wait msg result in time. [nMsgType=1048]
[10:48:43 047]:   After DataCore::msgToDataCoreAndWaitForResult
[10:48:43 047]:   GD_MTC_SDK_GetDeviceInfo
[10:48:43 048]:   GD_MTC_SDK_GetArmVersion
[10:48:43 048]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:48:44 076]:   Recv armversion is "ZU02A V2.19"
[10:48:44 129]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1031
[10:48:44 129]:   wait msg result in time. [nMsgType=1031]
[10:48:44 129]:   After DataCore::msgToDataCoreAndWaitForResult
[10:48:44 129]:   GD_MTC_SDK_GetArmVersion return
[10:48:44 129]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:48:44 132]:   reqOneFrameIfNeededAndBufferMsg in DataDeal::onMsg MSG_TYPE_DEVICE_INFO
[10:48:44 132]:   Req One frame to Y16Puller
[10:48:44 187]:   pCurvesStruct->curve_count=9, pCurvesStruct->curve_length=32768
[10:48:44 188]:   curve[index, range, gear, len]=[0, 0, 1, 0]
[10:48:44 188]:   curve[index, range, gear, len]=[1, 0, 2, 0]
[10:48:44 188]:   curve[index, range, gear, len]=[2, 0, 3, 0]
[10:48:44 188]:   curve[index, range, gear, len]=[3, 1, 1, 0]
[10:48:44 189]:   curve[index, range, gear, len]=[4, 1, 2, 0]
[10:48:44 189]:   curve[index, range, gear, len]=[5, 1, 3, 0]
[10:48:44 189]:   curve[index, range, gear, len]=[6, 2, 1, 0]
[10:48:44 189]:   curve[index, range, gear, len]=[7, 2, 2, 0]
[10:48:44 189]:   curve[index, range, gear, len]=[8, 2, 3, 0]
[10:48:44 189]:  ERROR! Curve[5], element[5861] format error

[10:48:44 189]:  ERROR! Curve[8], element[4814] format error

[10:48:44 189]:   ProcessOneFrameData
[10:48:44 189]:   isValidY16Header confirmed
[10:48:44 234]:   Recv calc parm: [recvDistance=30&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-32242&recvDis_a1=7597&recvDis_b0=828&recvDis_b1=9755&recvDis_c0=-2170&recvDis_c1=677&recvKF=97&&recvB0=200&recvK1=0&recvK2=20000&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=-9150&recvK6=-1974&recvB3=2300]
[10:48:44 234]:   info->recvEmiss=98
[10:48:44 234]:   info->recvDistance=30
[10:48:44 285]:   Use HsCurve[1], range=0, gear=2
[10:48:44 287]:   deviceInfo.DevType = 11 in DataDeal
[10:48:44 287]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_DEVICE_INFO
[10:48:44 287]:   wait msg result in time. [nMsgType=1039]
[10:48:44 287]:   After DataCore::msgToDataCoreAndWaitForResult
[10:48:44 287]:   deviceInfo.DevType=11
[10:48:44 288]:   Send msg OK.[nMsgType=1048, nMsgId=413] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[10:48:44 288]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:48:44 293]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1048
[10:48:44 293]:   wait msg result in time. [nMsgType=1048]
[10:48:44 293]:   After DataCore::msgToDataCoreAndWaitForResult
[10:48:44 295]:   Send msg OK.[nMsgType=1057, nMsgId=417] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[10:48:44 295]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:48:44 299]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1057
[10:48:44 299]:   wait msg result in time. [nMsgType=1057]
[10:48:44 299]:   After DataCore::msgToDataCoreAndWaitForResult
[10:48:44 299]:   Send msg OK.[nMsgType=1058, nMsgId=420] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[10:48:44 299]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:48:44 305]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_GET_PALETTE_DATA
[10:48:44 305]:   wait msg result in time. [nMsgType=1058]
[10:48:44 305]:   After DataCore::msgToDataCoreAndWaitForResult
[10:48:44 305]:   Send msg OK.[nMsgType=1048, nMsgId=423] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[10:48:44 305]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:48:44 313]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1048
[10:48:44 313]:   wait msg result in time. [nMsgType=1048]
[10:48:44 313]:   After DataCore::msgToDataCoreAndWaitForResult
[10:48:44 660]:   Find first parm line block
[10:48:59 615]:   Send msg OK.[nMsgType=1021, nMsgId=824] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[10:48:59 615]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:48:59 622]:   Send change palette
[10:48:59 623]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_SET_PALETTE
[10:48:59 623]:   wait msg result in time. [nMsgType=1021]
[10:48:59 623]:   After DataCore::msgToDataCoreAndWaitForResult
[10:49:08 284]:   Send msg OK.[nMsgType=1062, nMsgId=1058] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[10:49:08 284]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:49:08 291]:   setShowPaletteInfoData in CmdSenderHS, nFlag=3
[10:49:08 293]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1062
[10:49:08 293]:   wait msg result in time. [nMsgType=1062]
[10:49:08 293]:   After DataCore::msgToDataCoreAndWaitForResult
[10:49:11 208]:   Send msg OK.[nMsgType=1062, nMsgId=1138] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[10:49:11 208]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:49:11 215]:   setShowPaletteInfoData in CmdSenderHS, nFlag=1
[10:49:11 216]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1062
[10:49:11 216]:   wait msg result in time. [nMsgType=1062]
[10:49:11 216]:   After DataCore::msgToDataCoreAndWaitForResult
[10:49:13 451]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:49:13 455]:   Recv MSG_TYPE_DOWNLOAD_CMD msg in DataPull, strCmdType="changeAnalyserTemperatureShowType", strCmdValue="0"
[10:49:13 512]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1040
[10:49:13 512]:   wait msg result in time. [nMsgType=1040]
[10:49:13 512]:   After DataCore::msgToDataCoreAndWaitForResult
[10:49:13 884]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:49:13 887]:   Recv MSG_TYPE_DOWNLOAD_CMD msg in DataPull, strCmdType="changeAnalyserTemperatureShowType", strCmdValue="1"
[10:49:13 944]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1040
[10:49:13 944]:   wait msg result in time. [nMsgType=1040]
[10:49:13 944]:   After DataCore::msgToDataCoreAndWaitForResult
[10:49:14 688]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:49:14 692]:   Recv MSG_TYPE_DOWNLOAD_CMD msg in DataPull, strCmdType="changeAnalyserTemperatureShowType", strCmdValue="1"
[10:49:14 749]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1040
[10:49:14 749]:   wait msg result in time. [nMsgType=1040]
[10:49:14 749]:   After DataCore::msgToDataCoreAndWaitForResult
[10:49:14 749]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:49:14 753]:   Recv MSG_TYPE_DOWNLOAD_CMD msg in DataPull, strCmdType="addRectAnalyser", strCmdValue=""
[10:49:14 753]:   x=0, y=0, width=0, height=0, type=1, nPicWidth=384, nPicHeight=288, strIpAddr=192.168.125.104
[10:49:14 798]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1040
[10:49:14 798]:   wait msg result in time. [nMsgType=1040]
[10:49:14 798]:   After DataCore::msgToDataCoreAndWaitForResult
[10:49:23 083]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:49:23 087]:   Recv MSG_TYPE_DOWNLOAD_CMD msg in DataPull, strCmdType="changeAnalyserTemperatureShowType", strCmdValue="0"
[10:49:23 144]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1040
[10:49:23 145]:   wait msg result in time. [nMsgType=1040]
[10:49:23 145]:   After DataCore::msgToDataCoreAndWaitForResult
[10:49:24 011]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:49:24 015]:   Recv MSG_TYPE_DOWNLOAD_CMD msg in DataPull, strCmdType="changeAnalyserTemperatureShowType", strCmdValue="4"
[10:49:24 071]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1040
[10:49:24 071]:   wait msg result in time. [nMsgType=1040]
[10:49:24 071]:   After DataCore::msgToDataCoreAndWaitForResult
[10:49:24 527]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:49:24 532]:   Recv MSG_TYPE_DOWNLOAD_CMD msg in DataPull, strCmdType="changeAnalyserTemperatureShowType", strCmdValue="5"
[10:49:24 590]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1040
[10:49:24 590]:   wait msg result in time. [nMsgType=1040]
[10:49:24 590]:   After DataCore::msgToDataCoreAndWaitForResult
[10:49:25 004]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:49:25 006]:   Recv MSG_TYPE_DOWNLOAD_CMD msg in DataPull, strCmdType="changeAnalyserTemperatureShowType", strCmdValue="6"
[10:49:25 063]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1040
[10:49:25 063]:   wait msg result in time. [nMsgType=1040]
[10:49:25 063]:   After DataCore::msgToDataCoreAndWaitForResult
[10:49:25 791]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:49:25 796]:   Recv MSG_TYPE_DOWNLOAD_CMD msg in DataPull, strCmdType="changeAnalyserTemperatureShowType", strCmdValue="3"
[10:49:25 854]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1040
[10:49:25 854]:   wait msg result in time. [nMsgType=1040]
[10:49:25 854]:   After DataCore::msgToDataCoreAndWaitForResult
[10:49:26 767]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:49:26 771]:   Recv MSG_TYPE_DOWNLOAD_CMD msg in DataPull, strCmdType="changeAnalyserTemperatureShowType", strCmdValue="3"
[10:49:26 827]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1040
[10:49:26 827]:   wait msg result in time. [nMsgType=1040]
[10:49:26 827]:   After DataCore::msgToDataCoreAndWaitForResult
[10:49:26 827]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:49:26 832]:   Recv MSG_TYPE_DOWNLOAD_CMD msg in DataPull, strCmdType="addRectAnalyser", strCmdValue=""
[10:49:26 832]:   x=0, y=0, width=0, height=0, type=3, nPicWidth=384, nPicHeight=288, strIpAddr=192.168.125.104
[10:49:26 877]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1040
[10:49:26 877]:   wait msg result in time. [nMsgType=1040]
[10:49:26 877]:   After DataCore::msgToDataCoreAndWaitForResult
[10:49:29 499]:   Before Send msg in GD_MTC_SDK_CloseStream
[10:49:29 499]:   Send msg OK.[nMsgType=1005, nMsgId=1661] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[10:49:29 499]:   Before DataCore::msgToDataCoreAndWaitForResult
[10:49:29 499]:   MSG_TYPE_CLOSE_STREAM msg in DataCore
[10:49:29 500]:   MSG_TYPE_CLOSE_STREAM msg in DataDeal
[10:49:29 501]:   set m_bExitThreadRecvOneFrame to true in Y16PullerOR2
[10:49:29 503]:   RecvOneFrameThread thread exit
[10:49:29 515]:   pObj->m_bOpeningRtsp == false
[10:49:29 515]:   pObj->m_bOpeningRtsp == false
[10:49:29 515]:   H264Puller thread exit
[10:49:29 516]:   onCloseStreamH264Only return 1
[10:49:29 519]:   MSG_TYPE_CLOSE_STREAM msg in DataCore
[10:49:29 519]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1005
[10:49:29 519]:   wait msg result in time. [nMsgType=1005]
[10:49:29 519]:   After DataCore::msgToDataCoreAndWaitForResult
[10:49:29 519]:   After Send msg in GD_MTC_SDK_CloseStream
[10:49:29 519]:   Into msgToThisServiceCoreAndWaitForResult
[10:49:29 519]:   msg to ServiceCore msgId=1666, pMsg=1666
[10:49:29 519]:   msg to ServiceCore msgId=1666, pMsg=1666. Done
[10:49:29 521]:   Before delete DataCore
[10:49:29 521]:   Before MsgObjThread::stop()
[10:49:29 521]:   Before MsgObj::stop()
[10:49:29 521]:   Before m_pMqThread->join();
[10:49:29 521]:   Before m_pThread->join(); in ThreadMq::join, m_pThread=256861632
[10:49:29 522]:   Thread exit. id=9732
[10:49:29 522]:   After m_pThread->join(); in ThreadMq::join
[10:49:29 522]:   After m_pMqThread->join();
[10:49:29 522]:   After MsgObj::stop()
[10:49:29 522]:   After MsgObjThread::stop()
[10:49:29 522]:   Before delete m_pDataCfg
[10:49:29 522]:   After delete m_pDataCfg
[10:49:29 522]:   Before MsgObjThread::stop()
[10:49:29 522]:   Before MsgObj::stop()
[10:49:29 522]:   Before m_pMqThread->join();
[10:49:29 522]:   Before m_pThread->join(); in ThreadMq::join, m_pThread=256861808
[10:49:29 524]:   Thread exit. id=11704
[10:49:29 524]:   After m_pThread->join(); in ThreadMq::join
[10:49:29 524]:   After m_pMqThread->join();
[10:49:29 524]:   After MsgObj::stop()
[10:49:29 524]:   After MsgObjThread::stop()
[10:49:29 524]:   Before delete m_pDataPull
[10:49:29 524]:   Before MsgObjThread::stop()
[10:49:29 524]:   Before MsgObj::stop()
[10:49:29 524]:   Before m_pMqThread->join();
[10:49:29 524]:   After m_pMqThread->join();
[10:49:29 524]:   After MsgObj::stop()
[10:49:29 524]:   After MsgObjThread::stop()
[10:49:29 524]:   Before this->quit() in ThreadMq::~ThreadMq
[10:49:29 524]:   After this->quit() in ThreadMq::~ThreadMq
[10:49:29 524]:   Before this->join() in ThreadMq::~ThreadMq
[10:49:29 524]:   After this->join() in ThreadMq::~ThreadMq
[10:49:29 524]:   After delete m_pDataPull
[10:49:29 525]:   Before MsgObjThread::stop()
[10:49:29 525]:   Before MsgObj::stop()
[10:49:29 525]:   Before m_pMqThread->join();
[10:49:29 525]:   Before m_pThread->join(); in ThreadMq::join, m_pThread=256861456
[10:49:29 526]:   Thread exit. id=10364
[10:49:29 527]:   After m_pThread->join(); in ThreadMq::join
[10:49:29 527]:   After m_pMqThread->join();
[10:49:29 527]:   After MsgObj::stop()
[10:49:29 527]:   After MsgObjThread::stop()
[10:49:29 527]:   Before delete m_pDataDeal
[10:49:29 527]:   Before ~d20h264f1::DataDeal
[10:49:29 527]:   Before MsgObjThread::stop()
[10:49:29 527]:   Before MsgObj::stop()
[10:49:29 527]:   Before m_pMqThread->join();
[10:49:29 527]:   After m_pMqThread->join();
[10:49:29 527]:   After MsgObj::stop()
[10:49:29 527]:   After MsgObjThread::stop()
[10:49:29 527]:   After ~d20h264f1::DataDeal
[10:49:29 527]:   Before ~DataDealTpBase
[10:49:29 535]:   After ~DataDealTpBase
[10:49:29 535]:   Before this->quit() in ThreadMq::~ThreadMq
[10:49:29 535]:   After this->quit() in ThreadMq::~ThreadMq
[10:49:29 535]:   Before this->join() in ThreadMq::~ThreadMq
[10:49:29 536]:   After this->join() in ThreadMq::~ThreadMq
[10:49:29 536]:   After delete m_pDataDeal
[10:49:29 536]:   Before this->quit() in ThreadMq::~ThreadMq
[10:49:29 536]:   After this->quit() in ThreadMq::~ThreadMq
[10:49:29 536]:   Before this->join() in ThreadMq::~ThreadMq
[10:49:29 536]:   After this->join() in ThreadMq::~ThreadMq
[10:49:29 536]:   After delete DataCore
[10:49:30 537]:   4925648, MeasureCoreNet.cpp, 81
[10:49:30 537]:   4866200, MqUtil\MsgObj.cpp, 45
[10:49:30 537]:   4872000, MqUtil\ThreadMq.cpp, 19
[10:49:30 537]:   4871696, MsgObjThread.cpp, 9
[10:49:30 537]:   94740224, d1h264f1\ServiceCore_1.cpp, 629
[10:49:30 537]:   77681464, d1h264f1\ServiceCore_1.cpp, 630
[10:49:30 537]:   Before MsgObjThread::stop()
[10:49:30 537]:   Before MsgObj::stop()
[10:49:30 537]:   Before m_pMqThread->join();
[10:49:30 537]:   Before m_pThread->join(); in ThreadMq::join, m_pThread=4872000
[10:49:30 538]:   Thread exit. id=5276
[10:49:30 539]:   After m_pThread->join(); in ThreadMq::join
[10:49:30 539]:   After m_pMqThread->join();
[10:49:30 539]:   After MsgObj::stop()
[10:49:30 539]:   After MsgObjThread::stop()
[10:49:30 539]:   Before this->quit() in ThreadMq::~ThreadMq
[10:49:30 539]:   After this->quit() in ThreadMq::~ThreadMq
[10:49:30 539]:   Before this->join() in ThreadMq::~ThreadMq
[10:49:30 540]:   After this->join() in ThreadMq::~ThreadMq
[10:49:30 540]:   Thread start. id=2320
